44.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;NBA,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,FINER
13:19:44.0 (7842088)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (7847492)|VARIABLE_ASSIGNMENT|[53]|this.escapeItem|false|0x2a8942ab
13:19:44.0 (7854049)|SYSTEM_METHOD_EXIT|[28]|NJ_SelectOptionLightning.__sfdc_escapeItem(Boolean)
13:19:44.0 (7857519)|STATEMENT_EXECUTE|[29]
13:19:44.0 (7860823)|SYSTEM_METHOD_ENTRY|[29]|NJ_SelectOptionLightning.__sfdc_colorCode(String)
13:19:44.0 (7877593)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"disabled":false,"escapeItem":false,"label":"Completed","value":"Completed"}|0x2a8942ab
13:19:44.0 (7886291)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"#58D68D"
13:19:44.0 (7893075)|VARIABLE_ASSIGNMENT|[60]|this.colorCode|"#58D68D"|0x2a8942ab
13:19:44.0 (7899592)|SYSTEM_METHOD_EXIT|[29]|NJ_SelectOptionLightning.__sfdc_colorCode(String)
13:19:44.0 (7902907)|STATEMENT_EXECUTE|[30]
13:19:44.0 (7905953)|SYSTEM_METHOD_ENTRY|[30]|NJ_SelectOptionLightning.__sfdc_iconName(String)
13:19:44.0 (7924634)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#58D68D","disabled":false,"escapeItem":false,"label":"Completed","value":"Completed"}|0x2a8942ab
13:19:44.0 (7933394)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"action:approval"
13:19:44.0 (7940868)|VARIABLE_ASSIGNMENT|[62]|this.iconName|"action:approval"|0x2a8942ab
13:19:44.0 (7946662)|SYSTEM_METHOD_EXIT|[30]|NJ_SelectOptionLightning.__sfdc_iconName(String)
13:19:44.0 (7950302)|STATEMENT_EXECUTE|[31]
13:19:44.0 (7953664)|SYSTEM_METHOD_ENTRY|[31]|NJ_SelectOptionLightning.__sfdc_total(Integer)
13:19:44.0 (7972941)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#58D68D","disabled":false,"escapeItem":false,"iconName":"action:approval","label":"Completed","value":"Completed"}|0x2a8942ab
13:19:44.0 (7981602)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|0
13:19:44.0 (7986842)|HEAP_ALLOCATE|[55]|Bytes:4
13:19:44.0 (7992414)|VARIABLE_ASSIGNMENT|[55]|this.total|0|0x2a8942ab
13:19:44.0 (7998523)|SYSTEM_METHOD_EXIT|[31]|NJ_SelectOptionLightning.__sfdc_total(Integer)
13:19:44.0 (8006229)|CONSTRUCTOR_EXIT|[46]|01p5D000000PTnC|<init>(String,String,String,String)|NJ_SelectOptionLightning
13:19:44.0 (8018449)|SYSTEM_METHOD_ENTRY|[46]|List<NJ_SelectOptionLightning>.add(Object)
13:19:44.0 (8023292)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:19:44.0 (8029815)|SYSTEM_METHOD_EXIT|[46]|List<NJ_SelectOptionLightning>.add(Object)
13:19:44.0 (8035859)|SYSTEM_METHOD_ENTRY|[45]|system.ListIterator.hasNext()
13:19:44.0 (8041732)|HEAP_ALLOCATE|[45]|Bytes:5
13:19:44.0 (8046883)|SYSTEM_METHOD_EXIT|[45]|system.ListIterator.hasNext()
13:19:44.0 (8054459)|VARIABLE_ASSIGNMENT|[45]|summLabel|null
13:19:44.0 (8059088)|STATEMENT_EXECUTE|[48]
13:19:44.0 (8061821)|VARIABLE_SCOPE_BEGIN|[48]|totalStatus|Integer|false|false
13:19:44.0 (8069196)|HEAP_ALLOCATE|[48]|Bytes:4
13:19:44.0 (8074363)|VARIABLE_ASSIGNMENT|[48]|totalStatus|0
13:19:44.0 (8079998)|HEAP_ALLOCATE|[49]|Bytes:101
13:19:44.0 (8096232)|HEAP_ALLOCATE|[49]|Bytes:4
13:19:44.0 (8106236)|HEAP_ALLOCATE|[49]|Bytes:7
13:19:44.0 (8807420)|SOQL_EXECUTE_BEGIN|[49]|Aggregations:0|SELECT COUNT(Id) total, Status stat FROM ServiceAppointment 
13:19:44.0 (8821424)|LIMIT_USAGE|[49]|SOQL|1|100
13:19:44.0 (8835309)|LIMIT_USAGE|[49]|AGGS|0|300
13:19:44.0 (21550653)|SOQL_EXECUTE_END|[49]|Rows:5
13:19:44.0 (21564176)|LIMIT_USAGE|[49]|SOQL_ROWS|5|50000
13:19:44.0 (21581229)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
13:19:44.0 (21638576)|SYSTEM_METHOD_ENTRY|[49]|Database.QueryLocator.iterator()
13:19:44.0 (21739608)|HEAP_ALLOCATE|[49]|Bytes:54
13:19:44.0 (21748040)|HEAP_ALLOCATE|[49]|Bytes:8
13:19:44.0 (21759498)|SYSTEM_METHOD_ENTRY|[7]|QueryLocatorIterator.QueryLocatorIterator()
13:19:44.0 (21763241)|STATEMENT_EXECUTE|[7]
13:19:44.0 (21769785)|SYSTEM_METHOD_EXIT|[7]|QueryLocatorIterator
13:19:44.0 (21777505)|HEAP_ALLOCATE|[49]|Bytes:28
13:19:44.0 (21840660)|HEAP_ALLOCATE|[49]|Bytes:24
13:19:44.0 (21859613)|HEAP_ALLOCATE|[49]|Bytes:8
13:19:44.0 (21863482)|HEAP_ALLOCATE|[49]|Bytes:8
13:19:44.0 (21869330)|VARIABLE_SCOPE_BEGIN|[15]|this|Database.QueryLocatorIterator|true|false
13:19:44.0 (21893872)|VARIABLE_ASSIGNMENT|[15]|this|{}|0x5bb75bec
13:19:44.0 (21900824)|VARIABLE_SCOPE_BEGIN|[15]|values|List<SObject>|true|false
13:19:44.0 (21931178)|VARIABLE_ASSIGNMENT|[15]|values|[{"total":4,"stat":"New"},{"total":2,"stat":"Awaiting Confirmatio (1 more) ..."},{"total":1,"stat":"Cannot Complete"},{"total":1,"stat":"Completed"},{"total":1,"stat":"Cancelled"}]|0x4de48010
13:19:44.0 (21938778)|VARIABLE_SCOPE_BEGIN|[15]|ql|Database.QueryLocator|true|false
13:19:44.0 (21953419)|VARIABLE_ASSIGNMENT|[15]|ql|{"query":"SELECT COUNT(Id) tot (81 more) ..."}|0x1d0b90b4
13:19:44.0 (21958767)|VARIABLE_SCOPE_BEGIN|[15]|totalNumRecords|Integer|false|false
13:19:44.0 (21966202)|VARIABLE_ASSIGNMENT|[15]|totalNumRecords|5
13:19:44.0 (21970620)|VARIABLE_SCOPE_BEGIN|[15]|queryMoreSize|Integer|false|false
13:19:44.0 (21977371)|VARIABLE_ASSIGNMENT|[15]|queryMoreSize|49995
13:19:44.0 (22024326)|HEAP_ALLOCATE|[49]|Bytes:28
13:19:44.0 (22032907)|SYSTEM_METHOD_EXIT|[49]|Database.QueryLocator.iterator()
13:19:44.0 (22046907)|METHOD_ENTRY|[49]||Database.QueryLocatorIterator.hasNext()
13:19:44.0 (22115761)|METHOD_EXIT|[49]||Database.QueryLocatorIterator.hasNext()
13:19:44.0 (22124532)|METHOD_ENTRY|[49]||Database.QueryLocatorIterator.next()
13:19:44.0 (22206185)|METHOD_EXIT|[49]||Database.QueryLocatorIterator.next()
13:19:44.0 (22214606)|VARIABLE_SCOPE_BEGIN|[49]|agr|AggregateResult|true|false
13:19:44.0 (22230337)|VARIABLE_ASSIGNMENT|[49]|agr|{"total":4,"stat":"New"}|0x473a0e5e
13:19:44.0 (22236539)|STATEMENT_EXECUTE|[52]
13:19:44.0 (22245691)|SYSTEM_METHOD_ENTRY|[53]|List<NJ_SelectOptionLightning>.iterator()
13:19:44.0 (22364829)|SYSTEM_METHOD_EXIT|[53]|List<NJ_SelectOptionLightning>.iterator()
13:19:44.0 (22381067)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (22390394)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (22397326)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (22404961)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (22411035)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (22449846)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#A2D9CE","disabled":false,"escapeItem":false,"iconName":"action:description","label":"New","total":0,"value":"New"}|0x6af1f486
13:19:44.0 (22457028)|STATEMENT_EXECUTE|[53]
13:19:44.0 (22465374)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (22501406)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#A2D9CE","disabled":false,"escapeItem":false,"iconName":"action:description","label":"New","total":0,"value":"New"}|0x6af1f486
13:19:44.0 (22511617)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (22518203)|HEAP_ALLOCATE|[54]|Bytes:4
13:19:44.0 (22550701)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (22576049)|HEAP_ALLOCATE|[54]|Bytes:3
13:19:44.0 (22586962)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (22605252)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (22612663)|HEAP_ALLOCATE|[54]|Bytes:3
13:19:44.0 (22621992)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (22642996)|STATEMENT_EXECUTE|[54]
13:19:44.0 (22644795)|STATEMENT_EXECUTE|[55]
13:19:44.0 (22647836)|HEAP_ALLOCATE|[55]|Bytes:5
13:19:44.0 (22658916)|SYSTEM_METHOD_ENTRY|[55]|SObject.get(String)
13:19:44.0 (22684421)|SYSTEM_METHOD_EXIT|[55]|SObject.get(String)
13:19:44.0 (22695492)|SYSTEM_METHOD_ENTRY|[55]|String.valueOf(Object)
13:19:44.0 (22700284)|HEAP_ALLOCATE|[55]|Bytes:1
13:19:44.0 (22708916)|SYSTEM_METHOD_EXIT|[55]|String.valueOf(Object)
13:19:44.0 (22723550)|SYSTEM_METHOD_ENTRY|[55]|Integer.valueOf(String)
13:19:44.0 (22733071)|SYSTEM_METHOD_EXIT|[55]|Integer.valueOf(String)
13:19:44.0 (22740498)|SYSTEM_METHOD_ENTRY|[55]|NJ_SelectOptionLightning.__sfdc_total(Integer)
13:19:44.0 (22768276)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#A2D9CE","disabled":false,"escapeItem":false,"iconName":"action:description","label":"New","total":0,"value":"New"}|0x6af1f486
13:19:44.0 (22777343)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|4
13:19:44.0 (22782081)|HEAP_ALLOCATE|[55]|Bytes:4
13:19:44.0 (22789108)|VARIABLE_ASSIGNMENT|[55]|this.total|4|0x6af1f486
13:19:44.0 (22796639)|SYSTEM_METHOD_EXIT|[55]|NJ_SelectOptionLightning.__sfdc_total(Integer)
13:19:44.0 (22804425)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (22811659)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (22818371)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (22825094)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (22831517)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (22858572)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#F4D03F","disabled":false,"escapeItem":false,"iconName":"action:info","label":"Tentative","total":0,"value":"Tentative"}|0x6dbaa933
13:19:44.0 (22864635)|STATEMENT_EXECUTE|[53]
13:19:44.0 (22868771)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (22890248)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#F4D03F","disabled":false,"escapeItem":false,"iconName":"action:info","label":"Tentative","total":0,"value":"Tentative"}|0x6dbaa933
13:19:44.0 (22899028)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (22911174)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (22921946)|HEAP_ALLOCATE|[54]|Bytes:3
13:19:44.0 (22930578)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (22940080)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (22944325)|HEAP_ALLOCATE|[54]|Bytes:3
13:19:44.0 (22953069)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (22962126)|STATEMENT_EXECUTE|[54]
13:19:44.0 (22967136)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (22973526)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (22978633)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (22984457)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (22990868)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (23019980)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#1132D5","disabled":false,"escapeItem":false,"iconName":"action:submit_for_ap (6 more) ...","label":"AwaitConf","total":0,"value":"Awaiting Confirmatio (1 more) ..."}|0x39339670
13:19:44.0 (23027668)|STATEMENT_EXECUTE|[53]
13:19:44.0 (23031600)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (23055187)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#1132D5","disabled":false,"escapeItem":false,"iconName":"action:submit_for_ap (6 more) ...","label":"AwaitConf","total":0,"value":"Awaiting Confirmatio (1 more) ..."}|0x39339670
13:19:44.0 (23063444)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (23074648)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (23085121)|HEAP_ALLOCATE|[54]|Bytes:3
13:19:44.0 (23093658)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (23103227)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (23107633)|HEAP_ALLOCATE|[54]|Bytes:3
13:19:44.0 (23115256)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (23123142)|STATEMENT_EXECUTE|[54]
13:19:44.0 (23127343)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (23133329)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (23138408)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (23144160)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (23149346)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (23175500)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#85C1E9","disabled":false,"escapeItem":false,"iconName":"action:user","label":"Confirmed","total":0,"value":"Confirmed"}|0x5c830014
13:19:44.0 (23181753)|STATEMENT_EXECUTE|[53]
13:19:44.0 (23185716)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (23206014)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#85C1E9","disabled":false,"escapeItem":false,"iconName":"action:user","label":"Confirmed","total":0,"value":"Confirmed"}|0x5c830014
13:19:44.0 (23213345)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (23223449)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (23232536)|HEAP_ALLOCATE|[54]|Bytes:3
13:19:44.0 (23240674)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (23250090)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (23254516)|HEAP_ALLOCATE|[54]|Bytes:3
13:19:44.0 (23262477)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (23269692)|STATEMENT_EXECUTE|[54]
13:19:44.0 (23273973)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (23279631)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (23284514)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (23289695)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (23294628)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (23321625)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#EC7063","disabled":false,"escapeItem":false,"iconName":"action:reject","label":"CantCompl","total":0,"value":"Cannot Complete"}|0x376711d6
13:19:44.0 (23327784)|STATEMENT_EXECUTE|[53]
13:19:44.0 (23331291)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (23351945)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#EC7063","disabled":false,"escapeItem":false,"iconName":"action:reject","label":"CantCompl","total":0,"value":"Cannot Complete"}|0x376711d6
13:19:44.0 (23359265)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (23369585)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (23378135)|HEAP_ALLOCATE|[54]|Bytes:3
13:19:44.0 (23386836)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (23396176)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (23400822)|HEAP_ALLOCATE|[54]|Bytes:3
13:19:44.0 (23408929)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (23420198)|STATEMENT_EXECUTE|[54]
13:19:44.0 (23424751)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (23430885)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (23435894)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (23441262)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (23446497)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (23473005)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#18090E","disabled":false,"escapeItem":false,"iconName":"action:close","label":"Cancelled","total":0,"value":"Cancelled"}|0xfacc538
13:19:44.0 (23479121)|STATEMENT_EXECUTE|[53]
13:19:44.0 (23482628)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (23503460)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#18090E","disabled":false,"escapeItem":false,"iconName":"action:close","label":"Cancelled","total":0,"value":"Cancelled"}|0xfacc538
13:19:44.0 (23511147)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (23521331)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (23530021)|HEAP_ALLOCATE|[54]|Bytes:3
13:19:44.0 (23538472)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (23547596)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (23552183)|HEAP_ALLOCATE|[54]|Bytes:3
13:19:44.0 (23560362)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (23567345)|STATEMENT_EXECUTE|[54]
13:19:44.0 (23571643)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (23577363)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (23582046)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (23587472)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (23592383)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (23618457)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#58D68D","disabled":false,"escapeItem":false,"iconName":"action:approval","label":"Completed","total":0,"value":"Completed"}|0x2a8942ab
13:19:44.0 (23624897)|STATEMENT_EXECUTE|[53]
13:19:44.0 (23628496)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (23648925)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#58D68D","disabled":false,"escapeItem":false,"iconName":"action:approval","label":"Completed","total":0,"value":"Completed"}|0x2a8942ab
13:19:44.0 (23656043)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (23666086)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (23674403)|HEAP_ALLOCATE|[54]|Bytes:3
13:19:44.0 (23682572)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (23691949)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (23696160)|HEAP_ALLOCATE|[54]|Bytes:3
13:19:44.0 (23704388)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (23711551)|STATEMENT_EXECUTE|[54]
13:19:44.0 (23715736)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (23721807)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (23726253)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (23733282)|VARIABLE_ASSIGNMENT|[53]|summ|null|
13:19:44.0 (23737869)|STATEMENT_EXECUTE|[58]
13:19:44.0 (23746600)|SYSTEM_METHOD_ENTRY|[58]|SObject.get(String)
13:19:44.0 (23768949)|SYSTEM_METHOD_EXIT|[58]|SObject.get(String)
13:19:44.0 (23779803)|SYSTEM_METHOD_ENTRY|[58]|String.valueOf(Object)
13:19:44.0 (23784238)|HEAP_ALLOCATE|[58]|Bytes:1
13:19:44.0 (23792769)|SYSTEM_METHOD_EXIT|[58]|String.valueOf(Object)
13:19:44.0 (23801400)|SYSTEM_METHOD_ENTRY|[58]|Integer.valueOf(String)
13:19:44.0 (23809490)|SYSTEM_METHOD_EXIT|[58]|Integer.valueOf(String)
13:19:44.0 (23814555)|HEAP_ALLOCATE|[58]|Bytes:4
13:19:44.0 (23820871)|VARIABLE_ASSIGNMENT|[58]|totalStatus|4
13:19:44.0 (23828359)|METHOD_ENTRY|[49]||Database.QueryLocatorIterator.hasNext()
13:19:44.0 (23848632)|METHOD_EXIT|[49]||Database.QueryLocatorIterator.hasNext()
13:19:44.0 (23853860)|METHOD_ENTRY|[49]||Database.QueryLocatorIterator.next()
13:19:44.0 (23905507)|METHOD_EXIT|[49]||Database.QueryLocatorIterator.next()
13:19:44.0 (23912748)|VARIABLE_SCOPE_BEGIN|[49]|agr|AggregateResult|true|false
13:19:44.0 (23928675)|VARIABLE_ASSIGNMENT|[49]|agr|{"total":2,"stat":"Awaiting Confirmatio (1 more) ..."}|0x55d1b032
13:19:44.0 (23934759)|STATEMENT_EXECUTE|[52]
13:19:44.0 (23940260)|SYSTEM_METHOD_ENTRY|[53]|List<NJ_SelectOptionLightning>.iterator()
13:19:44.0 (23946867)|SYSTEM_METHOD_EXIT|[53]|List<NJ_SelectOptionLightning>.iterator()
13:19:44.0 (23952320)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (23958370)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (23963631)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (23969983)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (23975518)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (24002991)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#A2D9CE","disabled":false,"escapeItem":false,"iconName":"action:description","label":"New","total":4,"value":"New"}|0x6af1f486
13:19:44.0 (24009906)|STATEMENT_EXECUTE|[53]
13:19:44.0 (24013916)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (24036092)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#A2D9CE","disabled":false,"escapeItem":false,"iconName":"action:description","label":"New","total":4,"value":"New"}|0x6af1f486
13:19:44.0 (24044261)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (24057060)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (24068245)|HEAP_ALLOCATE|[54]|Bytes:21
13:19:44.0 (24077372)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (24087212)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (24092019)|HEAP_ALLOCATE|[54]|Bytes:21
13:19:44.0 (24099959)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (24108197)|STATEMENT_EXECUTE|[54]
13:19:44.0 (24112591)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (24118988)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (24124068)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (24129513)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (24134586)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (24161222)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#F4D03F","disabled":false,"escapeItem":false,"iconName":"action:info","label":"Tentative","total":0,"value":"Tentative"}|0x6dbaa933
13:19:44.0 (24167788)|STATEMENT_EXECUTE|[53]
13:19:44.0 (24171367)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (24192062)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#F4D03F","disabled":false,"escapeItem":false,"iconName":"action:info","label":"Tentative","total":0,"value":"Tentative"}|0x6dbaa933
13:19:44.0 (24199887)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (24211130)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (24220316)|HEAP_ALLOCATE|[54]|Bytes:21
13:19:44.0 (24228588)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (24238127)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (24242169)|HEAP_ALLOCATE|[54]|Bytes:21
13:19:44.0 (24250374)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (24257830)|STATEMENT_EXECUTE|[54]
13:19:44.0 (24262058)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (24267342)|HEAP_ALLOCATE|[53]|Bytes:5
